x, y
-14.89958734525447, -5.682873730043541
-13.359009628610728, -5.784470246734397
-11.86244841815681, -5.922351233671988
-10.233837689133425, -6.111030478955007
-8.737276478679505, -6.212626995645863
-7.240715268225584, -6.386792452830189
-5.656121045392021, -6.597242380261248
-4.159559834938102, -7.097968069666183
-2.61898211829436, -7.5914368650217705
-1.1224209078404392, -9.347605224963715
0.8143053645116929, -9.12989840348331
2.310866574965612, -7.555152394775036
3.8514442916093543, -6.684325108853411
5.436038514442917, -6.31422351233672
6.976616231086659, -6.002177068214804
8.429160935350758, -5.820754716981131
10.01375515818432, -5.668359941944848
11.51031636863824, -5.428882438316401
13.094910591471802, -5.153120464441219
14.679504814305364, -5.138606676342525
