x, y
-15.031636863823934, -5.450653120464441
-13.579092159559835, -5.610304789550073
-12.214580467675379, -5.719158200290275
-10.8060522696011, -5.878809869375907
-9.353507565337, -5.929608127721336
-7.944979367262723, -6.06023222060958
-6.492434662998624, -6.299709724238026
-5.039889958734525, -6.495645863570392
-3.5433287482806044, -7.003628447024673
-2.0467675378266854, -7.56966618287373
2.0907840440165053, -7.410014513788099
3.587345254470428, -6.66255442670537
5.039889958734527, -6.444847605224964
6.448418156808803, -5.96589259796807
7.812929848693262, -5.748185776487663
9.221458046767538, -5.617561683599419
10.629986244841817, -5.501451378809869
11.994497936726273, -5.283744557329463
13.359009628610728, -5.153120464441219
