x, y
-0.24943631038785236, 811.8996427548257
-0.21870560616192591, 687.2329463332012
-0.18997912317327773, 552.181057571721
-0.15924844443175892, 434.51937113690974
-0.12985386221294365, 327.9722990549004
-0.0991231834714249, 230.13938276422357
-0.06839245376109085, 142.51028881523771
-0.0383298232809238, 65.91807679133704
-0.00893529203092383, 10.645094242728721
0.021795437679410223, 23.74464364503119
0.05118996892941019, 72.39833495731287
0.08058455114822549, 141.03321378568418
0.11064718162839243, 220.7453176787562
0.14070981210855948, 308.09731422369805
0.17010439432737473, 403.95677859706836
0.20083507306889353, 513.3426502080529
0.23022970625652406, 632.2735264006893
