x, y
-15.034293552812072, -5.057163531114327
-13.585733882030178, -5.143994211287989
-12.137174211248286, -5.274240231548481
-10.644718792866941, -5.43342981186686
-9.19615912208505, -5.722865412445731
-7.703703703703704, -5.75904486251809
-6.299039780521262, -6.012301013024603
-4.850480109739371, -6.3379160636758325
-3.401920438957477, -6.6780028943560055
-1.9533607681755836, -7.394356005788712
0.7681755829903949, -8.964544138929089
2.1289437585733886, -7.293053545586107
3.621399176954732, -6.547756874095514
4.982167352537722, -6.149782923299566
6.430727023319616, -5.824167872648336
7.791495198902606, -5.592619392185239
9.240054869684496, -5.447901591895803
10.64471879286694, -5.274240231548481
12.04938271604938, -5.115050651230101
13.41015089163237, -5.020984081041968
