x, y
-14.2880658436214, -5.541968162083936
-12.795610425240055, -5.701157742402316
-11.303155006858711, -5.816931982633864
-9.766803840877916, -5.976121562952243
-8.098765432098766, -6.222141823444284
-6.606310013717422, -6.388567293777134
-5.0699588477366255, -6.663531114327062
-3.5336076817558304, -7.141099855282199
-2.6995884773662553, -7.300289435600579
-1.9972565157750353, -7.864688856729378
-1.1632373113854602, -8.682344428364688
0.724279835390945, -9.123733719247468
2.260631001371742, -7.806801736613604
3.7091906721536354, -6.728654124457308
5.289437585733882, -6.280028943560058
6.825788751714676, -5.954413892908828
8.318244170096019, -5.693921852387843
9.854595336076816, -5.520260492040521
11.34705075445816, -5.418958031837916
12.883401920438956, -5.317655571635312
