x, y
-15.13279132791328, -5.881766381766382
-13.571815718157183, -5.952991452991453
-12.05420054200542, -6.038461538461538
-10.449864498644986, -6.145299145299145
-8.88888888888889, -6.301994301994302
-7.371273712737127, -6.3589743589743595
-5.853658536585366, -6.686609686609687
-4.249322493224932, -7.1994301994302
-2.688346883468835, -7.690883190883191
-1.1707317073170724, -8.987179487179487
0.6937669376693769, -9.314814814814815
2.341463414634145, -7.662393162393162
3.642276422764226, -6.814814814814815
5.203252032520325, -6.5584045584045585
6.6775067750677515, -6.05982905982906
8.195121951219512, -5.917378917378917
9.712737127371273, -5.668091168091168
11.230352303523034, -5.632478632478632
12.747967479674795, -5.347578347578348
14.26558265582656, -5.1908831908831905
15.739837398373982, -4.998575498575499
