x, y
-15.176151761517616, -5.418803418803419
-13.70189701897019, -5.589743589743589
-12.314363143631436, -5.675213675213675
-10.883468834688347, -5.796296296296296
-9.452574525745257, -5.9245014245014245
-7.978319783197833, -6.152421652421652
-6.590785907859079, -6.294871794871795
-5.159891598915989, -6.6082621082621085
-3.5989159891598916, -6.943019943019943
-2.254742547425474, -7.861823361823362
2.0813008130081307, -7.3561253561253555
3.382113821138212, -6.665242165242166
4.899728997289973, -6.195156695156696
6.243902439024389, -5.917378917378917
7.674796747967481, -5.653846153846153
9.018970189701896, -5.425925925925926
10.449864498644985, -5.354700854700854
11.837398373983739, -5.133903133903134
13.26829268292683, -5.084045584045584
